,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
288,contract,Cleveland,United States,5638,41.4799605,-81.7140045,West East Brewing Co,2162021386,44113-3718,Ohio,4125 Lorain Ave,[],2018-08-24T15:45:19.966Z,
289,micro,Cincinnati,United States,5639,39.1489024615385,-84.598433,West Side Brewing,5136612337,45211-5752,Ohio,3044 Harrison Ave,[],2018-08-24T15:45:20.433Z,http://www.westsidebrewing.com
290,micro,Cincinnati,United States,5641,39.2072785,-84.4746169,"Wiedemann Brewing Co, LLC",5138009560,45217-1217,Ohio,4811 Vine St,[],2018-08-24T15:45:21.541Z,http://www.wiedemannbeer.com
291,micro,Grand Rapids,United States,5642,41.4125325915493,-83.8673138450704,Wild Side Brewing Company,4193892776,43522,Ohio,24194 Front St,[],2018-08-24T15:45:22.079Z,http://www.wildsidebrewing.com
292,brewpub,Willoughby,United States,5643,41.64152155,-81.4054897216877,Willoughby Brewing Co,4409750202,44094-7804,Ohio,4057 Erie St,[],2018-08-24T15:45:22.591Z,http://www.willoughbybrewing.com
293,micro,Columbus,United States,5644,39.9577586034483,-82.9951795344828,Wolf's Ridge Brewing,6144293936,43215-2510,Ohio,215 N 4th St,[],2018-08-24T15:45:23.060Z,http://www.wolfsridgebrewing.com
294,micro,Cleveland,United States,5646,41.44993,-81.820461,Working Class Brewery,2164175112,44111-4028,Ohio,17448 Lorain Ave,[],2018-08-24T15:45:23.989Z,http://www.workingclassbrewery.com
295,micro,Zanesville,United States,5647,39.9560342857143,-82.0042296122449,Y Bridge Brewing Company,7408684265,43701,Ohio,1417 Linden Ave,[],2018-08-24T15:45:24.462Z,
296,micro,Port Clinton,United States,5392,,,Catawba Island Brewing Company,4199607764,43452-1517,Ohio,2330 East Harbor Rd,[],2018-08-11T21:38:57.390Z,http://catawbaislandbrewing.com
297,micro,West Chester ,United States,5412,,,DogBerry Brewing LLC,5138478208,45069,Ohio,9964 Crescent Park Dr,[],2018-08-11T21:38:58.020Z,http://www.dogberrybrewing.com
298,brewpub,Columbus,United States,5440,,,Gordon Biersch Brewery Restaurant - Columbus,6142462900,43215-8200,Ohio,401 N Front St Ste 120,[],2018-08-11T21:38:58.821Z,http://www.gordonbiersch.com/restaurant
299,micro,Marengo,United States,5461,,,Hoof Hearted Brewing,5672333115,43334-9678,Ohio,300 County Road 26,[],2018-08-11T21:38:59.446Z,http://www.hoofheartedbrewing.com
300,micro,Sherrodsville,United States,5497,,,Main Sail Brewery / Atwood Yacht Club,3307352135,44675-9719,Ohio,2637 Lodge Rd SW,[],2018-08-11T21:39:00.824Z,http://www.atwoodyachtclub.com
301,micro,Loveland,United States,5523,,,Narrow Path Brewing Company,5133123414,45140-2902,Ohio,106 Karl Brown Way,[],2018-08-11T21:39:01.962Z,http://www.narrowpathbrewing.com
302,brewpub,Toledo,United States,5356,41.6499863,-83.5399665,Black Cloister Brewing Co,4192141500,43604-1015,Ohio,619 Monroe St,[],2018-08-24T15:43:27.019Z,http://www.blackcloister.com
303,regional,Cincinnati,United States,5360,39.11257,-84.5207651,Boston Beer Co - DBA Samuel Adams Brewing Co,6173685000,45214-2423,Ohio,1625 Central Pkwy,[],2018-08-24T15:43:28.521Z,http://www.samueladams.com
304,micro,Athens,United States,5411,39.3487142533636,-82.0954317616037,Devil's Kettle Brewing,7405897187,45701-1313,Ohio,97 Columbus Rd,[],2018-08-24T15:43:44.632Z,http://www.devilskettlebrewing.com
305,micro,Barberton,United States,5466,41.012866,-81.61268,"Ignite Brewing Company, Ltd.",3306966881,44203-2460,Ohio,600 W Tuscarawas Ave,[],2018-08-24T15:44:10.051Z,http://www.facebook.com/Ignitebrewingcompany
306,micro,Maria Stein,United States,5512,40.4214478333333,-84.49312675,Moeller Brew Barn,4199253005,45860-8706,Ohio,8016 Marion Dr,[],2018-08-24T15:44:30.369Z,http://www.moellerbrewbarn.com
307,micro,Avon,United States,5559,41.4754617027622,-82.0195372450403,Railroad Brewing Company,4407238234,44011-1206,Ohio,1010 Center Rd,[],2018-08-24T15:44:48.690Z,http://www.railroadbrewingcompany.com
308,brewpub,Delaware,United States,5563,40.3005620204082,-83.0677272040816,Restoration Brew Worx,,43015-1901,Ohio,25 N Sandusky St,[],2018-08-24T15:44:50.593Z,http://www.restorationbrewworx.com
309,brewpub,Sugar Grove,United States,5614,,,The Lodge Restaurant & Microbrewery,7405697944,43155,Ohio,29042 Hide AWay Hills Rd,[],2018-08-11T21:39:05.797Z,http://www.hideawayhillslodge.com
310,brewpub,Morrow,United States,5631,,,Valley Vineyards Winery & Cellar Dweller Brewing,5138992485,45152-9414,Ohio,2276 E US Highway 22 and 3,[],2018-08-11T21:39:06.572Z,http://www.valleyvineyards.com
0,micro,Broken Arrow,United States,5662,36.0502661951219,-95.7944889512195,Broken Arrow Brewing Co.,9182868101,74012-4026,Oklahoma,333 W Dallas St,[],2018-08-24T15:45:30.319Z,http://www.brokenarrowbrewingco.com
1,micro,Tulsa,United States,5681,36.0784446,-96.0481155,Prairie Artisan Ales,9189494318,74107-,Oklahoma,1803B S 49th West Ave,[],2018-08-24T15:45:37.690Z,http://www.prairieales.com
2,micro,Edmond,United States,5654,,,Battered Boar Brewing Co,4052545000,73013-1991,Oklahoma,14700 Metro Plaza Blvd Ste F,[],2018-08-11T21:39:07.408Z,http://www.batteredboar.com
3,micro,Broken Bow,United States,5655,,,Beavers Bend Brewery,5804943455,74728-6765,Oklahoma,46 Coho Rd,[],2018-08-11T21:39:07.445Z,http://www.beaversbendbrewery.com
7,micro,Norman,United States,5650,35.2573889069693,-97.4681822227123,(405) Brewing Co,4058160490,73069-8224,Oklahoma,1716 Topeka St,[],2018-08-24T15:45:25.884Z,http://www.405brewing.com
8,micro,Tulsa,United States,5651,36.0784446,-96.0481155,American Solera,9189494318,74107-2201,Oklahoma,1801 S 49th West Ave,[],2018-08-24T15:45:26.471Z,http://www.americansolera.com
9,contract,Oklahoma City,United States,5652,35.4644206,-97.6002769,Angry Scotsman Brewing,4053342708,73102-2434,Oklahoma,704 W Reno Ave,[],2018-08-24T15:45:27.055Z,http://www.angryscotbrew.com
10,micro,Oklahoma City,United States,5653,35.460996732566,-97.5279235995217,Anthem Brewing Co,4056040446,73109-1012,Oklahoma,908 SW 4th St,[],2018-08-24T15:45:27.586Z,http://www.anthembrewing.com
11,micro,Norman,United States,5658,35.2761135,-97.4819196,Black Mesa Brewing Company,4054081848,73069,Oklahoma,3901 N Flood Ave,[],2018-08-24T15:45:29.113Z,http://www.blackmesabrewing.com
12,brewpub,Oklahoma City,United States,5661,35.567702,-97.510181,Bricktown Brewery,4052322739,73104-2413,Oklahoma,1 N Oklahoma Ave,[],2018-08-24T15:45:29.749Z,http://www.bricktownbrewery.com
13,micro,Tulsa,United States,5663,,,Cabin Boys Brewery,9189334033,74104,Oklahoma,1717 E. 7th Steeet,[],2018-08-11T21:39:07.707Z,http://www.cabinboysbrewery.com
14,micro,Pryor,United States,5668,,,Fat Toad Brewing Company,9188641308,74361,Oklahoma,3986 W 530 Rd,[],2018-08-11T21:39:07.921Z,
18,micro,Broken Bow,United States,5678,,,Mountain Fork Brewery,5804943233,74728-7025,Oklahoma,85 N Lukfata Trail Rd,[],2018-08-11T21:39:08.591Z,http://www.mountainforkbrewery.com
22,micro,Oklahoma City,United States,5688,,,Stonecloud Brewing Co.,4056023966,73106-7642,Oklahoma,1012 NW 1st St Ste 101,[],2018-08-11T21:39:09.067Z,http://stonecloudbrewing.com
23,micro,Tulsa,United States,5692,,,Welltown Brewing,,74103-2202,Oklahoma,114 S. Archer Street,[],2018-08-11T21:39:09.270Z,
24,micro,Tulsa,United States,5666,36.1556190816327,-95.9795864081633,Dead Armadillo Brewery,9182328627,74120-3222,Oklahoma,1004 E 4th St,[],2018-08-24T15:45:32.380Z,http://www.dabrewery.com
25,contract,Oklahoma City,United States,5667,35.5005056,-97.6011607,Elk Valley Brewing,,73107-5723,Oklahoma,520 N Meridian Ave,[],2018-08-24T15:45:32.956Z,
26,contract,Tulsa,United States,5670,36.1585125687048,-95.9936662965295,Hanson Brothers Beer Company,,74103-2005,Oklahoma,209 N Main St,[],2018-08-24T15:45:33.736Z,
27,micro,Tulsa,United States,5672,36.0655116,-95.8887734,High Gravity Brewing Company,9184612605,74133,Oklahoma,6808 S Memorial Dr STE 144,[],2018-08-24T15:45:34.274Z,http://PippinsTaproom.com
28,micro,Oklahoma City,United States,5673,35.4384292026287,-97.5202536538877,Huebert Brewing Co.,4056346528,73109-6712,Oklahoma,421 SW 26th St,[],2018-08-24T15:45:34.767Z,http://www.huebertbrewing.com
29,micro,Stillwater,United States,5674,36.1163409,-97.0595399,Iron Monk Brewing Company,4057142585,74074-4031,Oklahoma,519 S Husband St,[],2018-08-24T15:45:35.251Z,http://www.ironmonkbeer.com
30,brewpub,Mead,United States,5675,33.998197,-96.488335,Lake Texoma Lodge And Resort,5839310100,73449-5020,Oklahoma,3263 US 70,[],2018-08-24T15:45:35.719Z,http://Laketexomalodge.com
31,micro,Tulsa,United States,5677,36.134457,-95.9646299,"Marshall Brewing Co, LLC",9182928781,74104-3214,Oklahoma,618 S Wheeling Ave,[],2018-08-24T15:45:36.222Z,http://www.marshallbrewing.com
32,contract,Tulsa,United States,5680,36.1404729183674,-95.9925359591837,Nothing's Left Brewing Co.,,74120-4026,Oklahoma,1502 E 6th St,[],2018-08-24T15:45:37.205Z,http://www.nothingsleftbrew.co
33,micro,Oklahoma City,United States,5684,35.5367322,-97.4064432,Roughtail Brewing,4057716517,73110-3333,Oklahoma,1279 N Air Depot Blvd,[],2018-08-24T15:45:38.744Z,http://www.roughtailbeer.com
34,brewpub,Moore,United States,5685,35.3148295,-97.4235998,"Royal Bavaria Brewhouse, Restaurant and Biergarten",4057997666,73165-7218,Oklahoma,3401 S Sooner Rd,[],2018-08-24T15:45:39.234Z,http://royal-bavaria.com
35,micro,Oklahoma City,United States,5689,35.4787783,-97.6785729,Twisted Spike Brewing Company,,73103-4901,Oklahoma,1 NW 10th St,[],2018-08-24T15:45:40.359Z,
36,micro,Oklahoma City,United States,5690,35.5005056,-97.6011607,Vanessa House Beer Company,4058164870,73107-5723,Oklahoma,520 N Meridian Ave,[],2018-08-24T15:45:40.905Z,http://www.vanessahousebeerco.com
37,micro,Ponca City,United States,5691,36.7024928980082,-97.08161761185,Vortex Alley Brewery,5803044781,74601,Oklahoma,220 E. Central Ave,[],2018-08-24T15:45:41.394Z,
38,micro,Tulsa,United States,5693,36.0220118941176,-95.9759122588235,Willows Family Ales,9188956798,74120,Oklahoma,418 S Peoria Ave,[],2018-08-24T15:45:42.409Z,
39,brewpub,Oklahoma City,United States,5657,,,Belle Isle Restaurant and Brewing Co,4058401911,73118-1832,Oklahoma,1900 NW Expressway Ste 44,[],2018-08-11T21:39:07.505Z,http://www.okclive.com/belleisle
40,micro,Krebs,United States,5664,,,Choc Beer Co,9183023002,74554-0066,Oklahoma,120 SW Eighth St,[],2018-08-11T21:39:07.736Z,http://www.petes.org
41,micro,Oklahoma City,United States,5665,35.4185472,-97.657762025,COOP Ale Works,4058422667,73179-4600,Oklahoma,4745 Council Heights Rd,[],2018-08-24T15:45:31.826Z,http://www.coopaleworks.com
42,micro,Tulsa,United States,5683,36.0617778,-95.9578601,Renaissance Brewing Co,9184090551,74104-3905,Oklahoma,1147 S Lewis Ave,[],2018-08-24T15:45:38.247Z,http://www.renaissancebeer.com
0,micro,McMinnville,United States,5707,45.2108191743635,-123.191780632618,Allegory Brewing,9713731253,97128-4502,Oregon,777 NE 4th St,[],2018-08-24T15:45:48.550Z,http://www.allegorybrewing.com
1,micro,Portland,United States,5711,45.51786855,-122.681859641942,Arlington Club,5032234141,97205-3094,Oregon,811 SW Salmon St,[],2018-08-24T15:45:50.469Z,http://www.thearlingtonclub.com
2,brewpub,Roseburg,United States,5715,43.2144983853367,-123.337788095084,Backside Brewing Co,5415801906,97470-3320,Oregon,1640 NE Odell Ave,[],2018-08-24T15:45:51.872Z,http://www.backsidebrewingco.com
3,brewpub,Corvallis,United States,5734,44.5305284,-123.26904899802,Block 15 Brewery & Tap Room,5417522337,97333-9283,Oregon,3415 SW Deschutes St,[],2018-08-24T15:46:00.338Z,http://www.block15.com
4,micro,Portland,United States,5758,45.5167536,-122.656005749976,Cascade Brewing Barrel House,5032658603,97214-2519,Oregon,939 SE Belmont St,[],2018-08-24T15:46:08.535Z,http://www.cascadebrewing.com
5,micro,Brookings,United States,5763,42.0521588,-124.2875954,Chetco Brewing Company,5416615347,97415,Oregon,830 Railroad St,[],2018-08-24T15:46:10.891Z,http://www.chetcobrew.com
6,micro,Eugene,United States,5768,44.0567465714286,-123.086497632653,Coldfire Brewing,5415569374,97401-2410,Oregon,263 Mill St,[],2018-08-24T15:46:13.160Z,http://www.coldfirebrewing.com
7,micro,Portland,United States,5933,45.5120189183673,-122.655590489796,Scout Beer,5032064735,97214-3585,Oregon,1516 SE 10th Ave,[],2018-08-24T15:47:12.443Z,http://www.scoutpdx.com
8,micro,Clackamas,United States,5792,45.4288733,-122.378124,Drinking Horse Brewing Company,5035648165,97015-9053,Oregon,11517 SE Highway 212,[],2018-08-24T16:01:27.718Z,http://www.drinkinghorsebeer.com
9,micro,Portland,United States,5805,45.50957205,-122.673521447995,Full Sail Brewery - Riverplace,5032225343,97201-5125,Oregon,0307 SW Montgomery St,[],2018-08-24T16:01:44.127Z,http://www.fullsailbrewing.com
10,micro,Astoria,United States,5824,46.1888581655929,-123.814042588465,Hondo's Brew and Cork Pub,5033252234,97103-2900,Oregon,2703 Marine Dr,[],2018-08-24T16:02:11.911Z,http://www.hondosbrew.net
11,brewpub,Portland,United States,5837,45.47415655,-122.64849505,Laurelwood Public House & Brewery - SE Portland,5039436157,97202-5618,Oregon,6716 SE Milwaukie Ave,[],2018-08-24T16:02:29.973Z,
12,brewpub,Eugene,United States,5853,44.054404,-123.089843,McKenzie Brewing Company,5416862739,97401-8715,Oregon,199 E 5th Ave,[],2018-08-24T16:02:51.699Z,http://www.steelheadbrewery.com
13,brewpub,Gresham,United States,5862,45.4915603,-122.475814964173,McMenamins Highland Pub and Brewery,5036653015,97030-5082,Oregon,4225 SE 182nd Ave,[],2018-08-24T16:03:04.947Z,http://www.mcmenamins.com
14,micro,Portland,United States,5867,45.5330425,-122.7105079,McMenamins Oak Hills Brewery,5036450117,97229-5400,Oregon,14740 NW Cornell Rd Ste 80,[],2018-08-24T16:03:12.648Z,http://www.mcmenamins.com
15,micro,Prineville,United States,5892,44.3035904064028,-120.846967510482,Ochoco Brewing Co,5412330883,97754-1852,Oregon,380 N Main St,[],2018-08-24T16:03:46.774Z,http://www.ochocobrewing.com
16,brewpub,Medford,United States,5908,42.326944,-122.873661,Portal Brewing Co,5419410240,97501-5902,Oregon,100 E 6th St,[],2018-08-24T16:04:09.680Z,http://www.portalbrewingco.com
17,brewpub,Lincoln City,United States,5927,44.9327331894951,-124.020991309017,Rusty Truck Brewing Company,5419947729,97367-1557,Oregon,4649 SW Highway 101,[],2018-08-24T16:04:38.553Z,http://www.rustytruckbrewing.com
18,brewpub,Sherwood,United States,5944,45.3566248,-122.8406694,Smockville Brewhouse,5036101506,97140-9303,Oregon,22793 SW Pine St,[],2018-08-24T16:05:01.092Z,http://www.smockvillebrewhouse.com
19,micro,Medford,United States,5954,42.316445631579,-122.880767947368,Table Rock Brewing LLC,5419440829,97501-3443,Oregon,825 Dakota Ave,[],2018-08-24T16:05:13.070Z,
20,brewpub,Ontario,United States,5955,44.0239107528541,-116.962771930002,Tandem Brewing Co,2087416774,97914-2803,Oregon,17 SE 3rd Ave,[],2018-08-24T16:05:14.576Z,http://www.tandembrewing.com
21,micro,Redmond,United States,5980,44.2739129418471,-121.173076419679,Wild Ride Brewing,5415168544,97756-2103,Oregon,332 SW 5th St,[],2018-08-24T16:05:46.014Z,http://www.wildridebrew.com
22,brewpub,Bandon,United States,5718,43.1191571987033,-124.412249423341,Bandon Brewing Company,5413473911,97411-9605,Oregon,395 2nd St SE,[],2018-08-24T15:45:53.265Z,http://www.bandonbrewingco.com
23,contract,Medford,United States,5770,42.3289615454545,-122.872489,Common Block Brewing Company,5413262277,97501,Oregon,315 E 5th Street,[],2018-08-24T15:46:14.085Z,http://www.commonblockbrewing.com
24,brewpub,Wilsonville,United States,5868,45.3007043,-122.772676461076,McMenamins Old Church Brewery,5034272505,97070-,Oregon,30340 SW Boones Ferry Rd,[],2018-08-24T16:03:14.123Z,http://www.mcmenamins.com/Wilsonville
25,brewpub,Bend,United States,5869,44.0566885,-121.314499,McMenamins Old St. Francis School,5413825174,97703-2702,Oregon,700 NW Bond St,[],2018-08-24T16:03:15.596Z,http://www.mcmenamins.com
26,brewpub,Corvallis,United States,5870,,,McMenamins on Monroe,5417580880,97330-5567,Oregon,2001 NW Monroe Ave Ste 106,[],2018-08-11T21:39:15.994Z,
27,regional,Newport,United States,5921,,,Rogue Ales Brewery,5032413800,97365-5261,Oregon,2320 SE Osu Dr,[],2018-08-11T21:39:18.198Z,http://rogue.com
29,micro,Portland,United States,5818,45.5400197466401,-122.708959927223,Great Notion Brewing NW,5035484491,97210,Oregon,2444 NW 28th Ave,[],2018-08-24T16:02:02.284Z,
30,micro,Astoria,United States,5917,46.1883674134406,-123.828993084975,Reach Break Brewing,5034680743,97103-3917,Oregon,1343 Duane St,[],2018-08-24T16:04:23.323Z,
31,brewpub,Portland,United States,5950,45.54943475,-122.675157299793,StormBreaker Brewing,,97227-1215,Oregon,832 N Beech St,[],2018-08-24T16:05:08.555Z,
32,large,Bend,United States,5694,,,10 Barrel Brewing Co,5415851007,97701-9847,Oregon,62970 18th St,[],2018-08-11T21:39:09.349Z,http://www.10barrel.com
33,large,Bend,United States,5696,,,10 Barrel Brewing Co,5415851007,97703-2465,Oregon,1135 NW Galveston Ave Ste B,[],2018-08-11T21:39:09.426Z,
34,micro,Albany,United States,5700,,,3 Sheets Brewery,5416190183,97321,Oregon,136 W 1st Ave,[],2018-08-11T21:39:09.559Z,http://www.3sheetsbrewery.com
35,micro,Eugene,United States,5702,,,"Agrarian Ales, LLC",5416323803,97408-9220,Oregon,31115 W Crossroads Ln,[],2018-08-11T21:39:09.620Z,http://www.agales.com
36,micro,Eugene,United States,5705,,,Alesong Brewing and Blending,5419723303,97402-2950,Oregon,1000 Conger St Ste C,[],2018-08-11T21:39:09.702Z,http://www.alesongbrewing.com
37,micro,Eugene,United States,5706,,,Alesong Brewing and Tasting Room,5419723303,97402,Oregon,1000 Conger Unit C,[],2018-08-11T21:39:09.731Z,http://www.alesongbrewing.com
38,micro,Hillsboro,United States,5708,,,Ambacht Brewing,5038281400,97124-4903,Oregon,1060 NE 25th Ave Ste B,[],2018-08-11T21:39:09.786Z,http://www.ambacht.us
39,large,Portland,United States,5695,45.5259786,-122.685505575334,10 Barrel Brewing Co,5032241700,97209-2620,Oregon,1411 NW Flanders St,[],2018-08-24T15:45:43.287Z,http://www.10barrel.com
40,large,Bend,United States,5697,44.0912109,-121.2809536,10 Barrel Brewing Co - Bend Pub,5415851007,97701,Oregon,62950 NE 18th St,[],2018-08-24T15:45:44.243Z,
41,brewpub,John Day,United States,5698,44.4146563,-118.9218754,1188 Brewing Co,5415751188,97845-1210,Oregon,141 E Main St,[],2018-08-24T15:45:44.723Z,http://www.1188brewing.com
42,brewpub,Portland,United States,5699,45.4762536,-122.648753114062,13 Virtues Brewing Co,5032393831,97202-5518,Oregon,6410 SE Milwaukie Ave,[],2018-08-24T15:45:45.178Z,http://www.13virtuesbrewing.com
43,brewpub,Coos Bay,United States,5701,43.3665475140649,-124.214750788464,7 Devils Brewing Co,5418083738,97420-1642,Oregon,247 S 2nd St,[],2018-08-24T15:45:46.147Z,http://www.7devilsbrewery.com
44,micro,Portland,United States,5704,45.48882655,-122.641249469587,Alameda Brewing Co,5034609025,97202-4787,Oregon,4736 SE 24th Ave,[],2018-08-24T15:45:47.141Z,
45,brewpub,Tualatin,United States,5709,45.3711546,-122.7967838,Ancestry Brewery,5037060448,97062-6857,Oregon,20585 SW 115th Ave,[],2018-08-24T15:45:49.458Z,http://www.ancestrybrewing.com
46,micro,Gold Beach,United States,5710,42.3898306,-124.4155402,Arch Rock Brewing Co,5412470555,97444-9626,Oregon,28779 Hunter Creek Loop,[],2018-08-24T15:45:49.997Z,http://www.archrockbrewingcompany.com
48,micro,Bend,United States,5725,,,Bend Brewing High Desert,5413831599,97701,Oregon,20650 NE High Desert Lane,[],2018-08-11T21:39:10.775Z,
49,micro,Oregon City,United States,5726,,,Bent Shovel Brewing,5038980220,97045-9453,Oregon,21678 S Latourette Rd,[],2018-08-11T21:39:10.813Z,http://www.bentshovelbrewing.com
51,micro,Bend,United States,5735,,,Boneyard Beer Co,5413232325,97703-2971,Oregon,37 NW Lake Pl Ste B,[],2018-08-11T21:39:11.120Z,
52,regional,Bend,United States,5736,,,Boneyard Beer Co,5413232325,97701,Oregon,63097 Plateau Dr,[],2018-08-11T21:39:11.155Z,http://www.boneyardbeer.com
