description,names,links
"This is on the sweeter side, with a caramel-and-toffee bent. Some malt richness is fairly understated, some pastry crust, and honey that lingers through the finish. Bubblegum and clove mingle with some floral and fruity esters and a touch of hops flavors that are herbal and slightly bitter. The finish is dry, with a hint of bitterness.",Wiley Roots Brewing Company Super 77,/review/super-77
"The piney, grassy, citrusy hops flavor hits up front and sticks through the finish. Next up is a light lemony tartness that fades to a mild citrusy bitterness. A subtle caramel malt flavor, as well as some bready malt, and the mouthfeel is dry, light, and watery. Some faint soapiness and moderate acidity, but overall, there is not a lot going on.",Telluride Brewing Company Whacked Out Wheat,/review/whacked-out-wheat
"Spicy rye-like character with hops-driven flavors of orange, mango, and peach. Solid malt structure with substantial body and residual sweetness to keep bitterness in check. Excellent creamy mouthfeel. Big sweetness up front with almost a low caramel note. On the second sip, the sweetness faded, and the malt balanced perfectly with the fruity hops and slight bitterness.","Bell's Brewery, Inc. Two Hearted Ale",/review/two-hearted-ale
"Lightly tart bready flavor, with a malty sweetness that gives a full-bodied texture. Cleaner phenols here, primarily clove and some smoke, with some bright banana. An earthy and herbal hops bitterness with a touch of citrus. Perhaps a little aggressive for a German-style wheat, but light for an American-style wheat.",Boulevard Brewing Company Unfiltered Wheat,/review/unfiltered-wheat
"Starts off with more of the peanut butter and banana sandwich, with a hint of honey. A soft wheat body, and the honey enhances the aromatics. Moderate and balanced hops flavors and bitterness, with notes of pine, cedar, and muted floral notes. Still a bit of paperboard oxidation. Moderately sweet and bitter but finishes reasonably dry.",Grimm Brothers Brewhouse Snow Drop,/review/snow-drop
"A great balance of coriander and orange peel with light esters from the yeast—the orange, lemon, and bubblegum blend well with the richness from the wheat. Strong malt and honey notes, and the notes of orange blossom, grape soda, and coriander are forward but not harsh or edgy. The palate is soft and drier than the fruity taste and nose would indicate.",Coronado Brewing Company Orange  Ave. Wit,/review/orange-ave-wit
"Complex blend of strawberry, bubblegum, orange, and a touch of lemon. The wheat character supports and adds richness; the phenolics are more subtle than on the aroma. Slight honey sweetness, bright floral notes, and coriander spice dominate. Finishes creamy with very fine carbonation but dries out a bit too quickly, with a slight acidic aftertaste.",Brasserie du Bocq Blanche de Namur,/review/blanche-de-namur
"Orange, with some of the bitter pith and zest. Lemony citrus and white grape with some funkiness and tartness that compete with the coriander and peppery phenols. Moderately low sweetness, and some subtle raw wheat and bready malt that didn’t quite balance with the bitterness. Body is dry, thin, and somewhat watery. There’s a carbonic bite that hangs on through the finish.",Ghostfish Brewing Company Shrouded Summit,/review/shrouded-summit
"Really interesting flavor. After the aroma, one might expect this to be a citrus/lemon bomb, but it has some interesting herbal notes to balance the tartness of the lemon and tartness. It’s really dry in the finish, but you get this nice residual sweetness from the malt that allows the tartness and citrus to linger. It tastes like lemon herbal tea, and the flavors balanced well together. Not too sweet, not too tart.",Terrapin Beer Company T-Time,/review/t-time
"The malt sweetness helps to drive this beer. Nice orange and citrus notes blend into the flavor but are not sharp. Moderate caramel sweetness, moderate-high resiny hops bitterness. Some vanilla. Finishes sweet but not too sweet with some slight oak tannins.",Left Hand Brewing Company Widdershins,/review/widdershins
"A cornucopia of fruits: kiwi, watermelon, cherry, pineapple, and lychee nut. Bready malt is more Pilsner than wheat, with toasted bread verging on coconut, caramel, and burned sugar. While the impression is sweet, the beer isn’t all that sweet. Crisp hops bitterness, with a bit of grass. Some spiciness emerges in the middle of the sip and fades quickly to a finish with light bread and herbal hops flavors.",Erdinger Weißbier,/review/weissbier
"The wheat flavor in this one is soft, with a smooth creamy body and light carbonation. Crisp hops bitterness without being dominant that provides balance and character. Moderately sweet banana esters, but the phenol is less pronounced. The finish is dry, with a touch of light bitterness. The style is Germanic, but not excessively so.",Hacker- Pschorr Weisse,/review/weisse
"A chewy wheat flavor up front, with light banana, honey, and a touch of spice. The hops bitterness is medium-low, and nicely balances the malt with a bit of resinous, woody character.  A light touch of melon sweetness appears in the middle of the sip, with a bit of bitterness at the end of the sip. A very fresh yeast profile.",Harpoon Brewery UFO  Hefeweizen,/review/ufo-hefeweizen
"Lemon, lemongrass, grapefruit, bready. Moderate sweetness, moderate-to-high firm bitterness that balances the body nicely. Body and mouthfeel are spot on, with an underlying sweetness that offsets most of the finishing bitterness. Relatively high carb, which makes it pop on the palate.",Brouwerij West Picnic Lightning,/review/picnic-lightning
"On the first swallow, overripe fruit flavors come through, with sweet, tart passion fruit that dominates and lingers. Juicy and fresh, with a balancing bitterness from the grapefruit rind and hops that lasts into the finish. Bready biscuit malt sweetness adds complexity, and the same spicy, estery character in the aroma is in the flavor.",Boulevard Brewing Company Tropical Pale Ale,/review/tropical-pale-ale
"Bready wheat flavor that’s very clean, with a hint of lemon. It’s well-composed with the balancing hops bitterness. The yeast is mostly banana and other fruit esters. Not the classic Bavarian hefe character, but not out of line for an American wheat. The sulfur carries through the finish, with light dryness and spice.",Schlafly Beer Hefeweizen,/review/hefeweizen
"Everything seems to blend together. Rich dark caramel, plum, and cherry notes with moderate sourness. Finishes slightly astringent with a lingering sourness and plum ester character and some <em>Brett</em> funk. Residual sweetness improves drinkability. Aftertaste is smooth and not aggressive—‘more-ish.’ ",EPIC Brewing Oak and Orchard Dark Sour with Plum,/review/oak-and-orchard-dark-sour-with-plum
"Mango really shines through with some sweetness but not as sweet as the aroma would suggest. Still, it’s not very tart for a kettle sour, and there’s only a light hops bitterness. The body is somewhat thin.",Golden Road Brewing Tart Mango Cart,/review/tart-mango-cart
"Wheat and rye malts, with some tartness from the grain. A grassy noble hops background that’s a bit sharp, but well-balanced by the creamy malt profile. The fermentation character is solid Bavarian, with light white grape and banana fruitiness. The phenols are clove and pepper, with some green pepper elements. Finishes dry, with a touch of clove.",La Cumbre Brewing Slice of Hefen,/review/slice-of-hefen
"Rich banana sweetness, with immense chewy wheat. Grassy hops and bitterness are evenly balanced with the bready wheat malt and linger through the finish. Yeast esters and phenolics are interesting without dominating. Some fusel high alcohols and light pork come through in the finish.",Hofbrau Hefe Weizen,/review/hefe-weizen
"A spot-on flavor profile for a dubbel with fruit esters (light raisins, banana, and clove) that dominate, but don’t overwhelm the satisfying deep malt body. Hops bitterness is moderate but sufficient to balance the beer. High carbonation. The flavor is much bigger than the aroma suggests.",Brouwerij St. Bernardus St. Bernardus Prior 8,/review/st.-bernardus-prior-8
"Tart and spicy wheat, with dark and melanoidin malts, caramel chews, and toast. A pleasant hit of clove that works so well with the raisin, jackfruit, and mild banana. Subtle burnt sugar, along with a hint of popcorn and minty hops. The carbonation is prickly, and it finishes crisp and dry.",Schneider Weisse Original,/review/original
